Time,5 μM SAM,10 μM SAM,20 μM SAM,50 μM SAM,100 μM SAM,200 μM SAM
0.021875,0.107096667,0.09723,0.120746667,0.120543333,0.12998,0.11809
0.0224375,0.10171,0.103156667,0.12136,0.13827,0.147763333,0.136556667
0.0230125,0.07781,0.110196667,0.122143333,0.122233333,0.123803333,0.104793333
0.0235875,0.08815,0.109366667,0.143583333,0.12178,0.143053333,0.146666667
0.024175,0.09843,0.100993333,0.12905,0.121636667,0.139876667,0.14288
0.02475,0.089263333,0.112666667,0.114263333,0.131003333,0.147663333,0.127786667
0.0253375,0.063966667,0.082593333,0.12717,0.11614,0.11891,0.128403333
0.0259375,0.13388,0.122496667,0.145586667,0.14742,0.166,0.17036
0.026525,0.076613333,0.12479,0.127306667,0.114323333,0.137903333,0.127956667
0.027125,0.10512,0.128766667,0.127823333,0.140013333,0.16035,0.132763333
0.027725,0.07893,0.100713333,0.118646667,0.123,0.117403333,0.111836667
0.0283375,0.11471,0.110183333,0.116793333,0.13106,0.153066667,0.141736667
0.02895,0.106293333,0.122836667,0.118036667,0.147626667,0.148043333,0.147683333
0.0295625,0.09839,0.118766667,0.122783333,0.12041,0.14646,0.138113333
0.0301875,0.094826667,0.091396667,0.116293333,0.133823333,0.13188,0.13129
0.0308125,0.07145,0.092293333,0.121646667,0.121326667,0.147073333,0.11294
0.0314375,0.0825,0.094033333,0.123043333,0.124126667,0.134506667,0.137433333
0.032075,0.102956667,0.11457,0.125843333,0.119266667,0.146476667,0.126266667
0.0327125,0.10937,0.13033,0.127006667,0.152476667,0.13755,0.142573333
0.0333625,0.092743333,0.114393333,0.123463333,0.121266667,0.16258,0.130386667
0.034,0.063183333,0.103036667,0.112983333,0.12047,0.137223333,0.125383333
0.0346625,0.085866667,0.10227,0.11085,0.113313333,0.12288,0.113973333
0.0353125,0.08706,0.103453333,0.11295,0.123373333,0.12755,0.14279
0.035975,0.099363333,0.113256667,0.14745,0.12351,0.16446,0.14151
0.0366375,0.112163333,0.10728,0.13875,0.13104,0.146103333,0.14138
0.0373125,0.080026667,0.095603333,0.118533333,0.121096667,0.1316,0.11453
0.0379875,0.10477,0.115726667,0.13515,0.13317,0.138483333,0.132236667
0.0386625,0.10693,0.097273333,0.126336667,0.115746667,0.12416,0.13533
0.03935,0.113616667,0.119973333,0.152603333,0.158646667,0.156676667,0.153473333
0.0400375,0.09132,0.094166667,0.093813333,0.091826667,0.108016667,0.116553333
0.040725,0.09237,0.11452,0.105676667,0.114963333,0.127036667,0.110173333
0.041425,0.088956667,0.122133333,0.126396667,0.14027,0.15952,0.14092
0.042125,0.10137,0.088126667,0.119216667,0.135206667,0.126516667,0.12898
0.0428375,0.078206667,0.076853333,0.096616667,0.106743333,0.119036667,0.111413333
0.04355,0.0788,0.108763333,0.120116667,0.114693333,0.143386667,0.1204
0.0442625,0.09694,0.117586667,0.118683333,0.129223333,0.137433333,0.133063333
0.0449875,0.074906667,0.118846667,0.14172,0.134613333,0.128096667,0.14756
0.0457125,0.08829,0.089576667,0.139716667,0.13059,0.12999,0.122613333
0.04645,0.114693333,0.121586667,0.140743333,0.14582,0.15355,0.141183333
0.0471875,0.09476,0.105506667,0.118283333,0.113216667,0.156846667,0.12375
0.0479375,0.087566667,0.091956667,0.131846667,0.10847,0.142623333,0.109023333
0.048675,0.090646667,0.104853333,0.115933333,0.145636667,0.161106667,0.126923333
0.0494375,0.106073333,0.109013333,0.129676667,0.138233333,0.152076667,0.141873333
0.0501875,0.08204,0.092663333,0.125466667,0.11829,0.12547,0.1193
0.05095,0.0656,0.089046667,0.094703333,0.113033333,0.135853333,0.118676667
0.051725,0.09561,0.094123333,0.13726,0.11295,0.142973333,0.122563333
0.0525,0.10701,0.115376667,0.13062,0.126203333,0.147796667,0.135256667
0.053275,0.067476667,0.088686667,0.128206667,0.110323333,0.12228,0.105346667
0.0540625,0.092513333,0.085166667,0.107906667,0.099176667,0.104236667,0.123303333
0.05485,0.107456667,0.10389,0.12073,0.118256667,0.134333333,0.139043333
0.05565,0.102373333,0.1268,0.138076667,0.15651,0.135436667,0.14197
0.05645,0.10429,0.105046667,0.1388,0.143403333,0.134446667,0.131233333
0.0572625,0.095873333,0.104746667,0.140463333,0.134943333,0.157683333,0.153766667
0.058075,0.095813333,0.096416667,0.122266667,0.117253333,0.146313333,0.128776667
0.0588875,0.07652,0.091556667,0.107376667,0.108253333,0.125743333,0.11882
0.0597125,0.108316667,0.109306667,0.110553333,0.108893333,0.11681,0.12415
0.06055,0.077453333,0.097646667,0.117586667,0.102193333,0.127923333,0.125903333
0.061375,0.106006667,0.093683333,0.120646667,0.102726667,0.146923333,0.134023333
0.062225,0.101206667,0.104706667,0.103236667,0.109983333,0.13854,0.118396667
0.063075,0.098416667,0.103553333,0.12525,0.116543333,0.126383333,0.122623333
0.063925,0.096263333,0.098543333,0.117543333,0.100266667,0.121576667,0.136223333
0.0647875,0.106696667,0.123923333,0.146806667,0.15027,0.143793333,0.12938
0.06565,0.09075,0.1033,0.120613333,0.114813333,0.134053333,0.112486667
0.0665125,0.09085,0.108636667,0.14441,0.13301,0.13824,0.145813333
0.0674,0.08273,0.097936667,0.117273333,0.119566667,0.13577,0.114266667
0.068275,0.10609,0.100193333,0.135163333,0.131076667,0.14339,0.134516667
0.0691625,0.09315,0.09218,0.115726667,0.11174,0.12631,0.126163333
0.0700625,0.094513333,0.112033333,0.11615,0.118213333,0.11614,0.12231
0.0709625,0.082546667,0.08728,0.120476667,0.111456667,0.113596667,0.127893333
0.071875,0.09186,0.109066667,0.12568,0.128826667,0.129406667,0.13048
0.0727875,0.07343,0.079306667,0.09579,0.111293333,0.115603333,0.112983333
0.0737,0.06334,0.071703333,0.107333333,0.104603333,0.114626667,0.105973333
0.0746375,0.083806667,0.092736667,0.110423333,0.119853333,0.13871,0.12131
0.0755625,0.098473333,0.115516667,0.125363333,0.116536667,0.127313333,0.129866667
0.0765,0.095136667,0.096786667,0.120153333,0.130653333,0.142163333,0.122576667
0.07745,0.084536667,0.097446667,0.115106667,0.118023333,0.12791,0.11812
0.0784,0.096636667,0.096673333,0.126543333,0.122606667,0.11572,0.12387
0.0793625,0.123616667,0.114733333,0.146603333,0.14925,0.14815,0.139956667
0.080325,0.079496667,0.10535,0.109043333,0.121793333,0.129916667,0.112793333
0.0813,0.08867,0.083336667,0.122833333,0.10992,0.117056667,0.126243333
0.0822875,0.104226667,0.114716667,0.132266667,0.14173,0.138866667,0.140876667
0.0832625,0.09203,0.09401,0.12968,0.126636667,0.145466667,0.13254
0.0842625,0.08336,0.09766,0.111943333,0.09675,0.108296667,0.100386667
0.0852625,0.111543333,0.11267,0.116283333,0.113286667,0.139136667,0.120896667
0.0862625,0.089603333,0.089803333,0.099813333,0.119373333,0.145616667,0.120746667
0.0872875,0.11266,0.107406667,0.14131,0.129263333,0.14503,0.13582
0.0883,0.1081,0.10734,0.123703333,0.134236667,0.13158,0.12807
0.0893375,0.108773333,0.119743333,0.12989,0.139716667,0.14427,0.139716667
0.0903625,0.093203333,0.085936667,0.123463333,0.117426667,0.12859,0.115706667
0.0914125,0.079976667,0.105193333,0.130676667,0.132393333,0.140043333,0.129986667
0.0924625,0.113746667,0.10528,0.1288,0.142933333,0.13855,0.146843333
0.0935125,0.09715,0.108163333,0.102163333,0.10243,0.125023333,0.122143333
0.094575,0.082976667,0.08154,0.116166667,0.10523,0.125793333,0.12483
0.09565,0.090676667,0.109856667,0.12215,0.12512,0.13331,0.137093333
0.096725,0.09338,0.083236667,0.1007,0.106813333,0.121786667,0.105256667
0.0978125,0.096,0.105416667,0.10269,0.13662,0.12631,0.12905
0.0989125,0.091213333,0.08326,0.115303333,0.11411,0.129663333,0.122086667
0.100013,0.096053333,0.087463333,0.11859,0.116333333,0.1287,0.130423333
0.101125,0.09986,0.110676667,0.124423333,0.12864,0.134136667,0.137193333
0.102238,0.079563333,0.07996,0.106726667,0.120933333,0.132316667,0.11986
0.103363,0.095503333,0.107766667,0.13736,0.134816667,0.156723333,0.133656667
0.1045,0.067533333,0.092823333,0.11502,0.111026667,0.116286667,0.101616667
0.105637,0.09003,0.098906667,0.133826667,0.128986667,0.14413,0.13833
0.106788,0.091453333,0.099,0.118323333,0.11891,0.122576667,0.13111
0.107937,0.09343,0.107066667,0.117886667,0.126493333,0.129583333,0.12927
0.1091,0.088323333,0.100536667,0.116546667,0.10848,0.137983333,0.119043333
0.110275,0.0871,0.09468,0.11022,0.11221,0.12241,0.121656667
0.11145,0.097013333,0.10846,0.127606667,0.12901,0.1248,0.13001
0.11265,0.0934,0.096676667,0.121283333,0.12636,0.12656,0.136926667
0.113838,0.094403333,0.11292,0.11845,0.1212,0.130306667,0.119983333
0.11505,0.071526667,0.095063333,0.123476667,0.116833333,0.123383333,0.133876667
0.116263,0.101623333,0.115296667,0.1297,0.135063333,0.15971,0.14693
0.117475,0.07743,0.099386667,0.12438,0.116706667,0.137576667,0.120726667
0.118712,0.096626667,0.09393,0.106283333,0.111446667,0.125723333,0.110213333
0.11995,0.08667,0.0897,0.104433333,0.12728,0.127356667,0.12482
0.1212,0.110383333,0.11573,0.13016,0.127836667,0.133173333,0.127756667
0.12245,0.08932,0.10259,0.114696667,0.123666667,0.13672,0.136733333
0.123713,0.07636,0.093506667,0.114263333,0.1134,0.130563333,0.1212
0.124987,0.10919,0.11751,0.117756667,0.12143,0.138013333,0.129163333
0.126275,0.084026667,0.088036667,0.106766667,0.126576667,0.13104,0.124466667
0.127562,0.085696667,0.091726667,0.114406667,0.120333333,0.115906667,0.124596667
0.128863,0.088916667,0.09204,0.113973333,0.118206667,0.12821,0.140123333
0.130175,0.08767,0.082283333,0.109483333,0.12093,0.12509,0.11978
0.131488,0.090126667,0.104713333,0.135546667,0.119213333,0.127796667,0.13407
0.132825,0.10034,0.096343333,0.126863333,0.114316667,0.139766667,0.125343333
0.13415,0.106563333,0.10619,0.133543333,0.123856667,0.145353333,0.139686667
0.1355,0.089193333,0.082653333,0.117746667,0.11321,0.134476667,0.1367
0.136863,0.095063333,0.104936667,0.117323333,0.126543333,0.127926667,0.127023333
0.138225,0.098406667,0.105263333,0.113036667,0.117993333,0.135123333,0.128406667
0.1396,0.073216667,0.08854,0.113456667,0.105276667,0.13377,0.102546667
0.140975,0.100816667,0.110273333,0.126213333,0.13169,0.12722,0.127966667
0.142375,0.086893333,0.079423333,0.09774,0.108126667,0.123883333,0.108806667
0.143775,0.076076667,0.098256667,0.11457,0.124666667,0.128736667,0.114526667
0.145187,0.0966,0.10843,0.11573,0.13001,0.14555,0.127796667
0.146612,0.10388,0.101713333,0.112086667,0.117016667,0.13393,0.136333333
0.148037,0.082416667,0.089666667,0.10744,0.10531,0.122903333,0.12341
0.149487,0.086613333,0.08964,0.115243333,0.104203333,0.118803333,0.112623333
0.150937,0.09269,0.087233333,0.110186667,0.107033333,0.125743333,0.122726667
0.1524,0.086306667,0.093586667,0.10781,0.114876667,0.11914,0.127806667
0.153875,0.072486667,0.092943333,0.10315,0.115743333,0.120936667,0.111033333
0.15535,0.09252,0.089376667,0.116323333,0.131466667,0.124076667,0.12298
0.15685,0.110026667,0.10799,0.116833333,0.124573333,0.14416,0.128863333
0.15835,0.087353333,0.099633333,0.107903333,0.11016,0.113336667,0.127303333
0.159863,0.092286667,0.099366667,0.134083333,0.12467,0.12741,0.118496667
0.161388,0.08902,0.08565,0.111223333,0.112053333,0.12492,0.117183333
0.162925,0.096736667,0.11001,0.117703333,0.12877,0.139463333,0.128683333
0.164463,0.097866667,0.1091,0.132993333,0.11516,0.13022,0.11975
0.166025,0.09221,0.107533333,0.110203333,0.142643333,0.129873333,0.13248
0.167588,0.088283333,0.089983333,0.107606667,0.106583333,0.118086667,0.109693333
0.169162,0.081513333,0.0934,0.111276667,0.11868,0.123696667,0.108023333
0.17075,0.090133333,0.10394,0.120483333,0.11476,0.131256667,0.129406667
0.17235,0.097176667,0.094133333,0.133263333,0.121763333,0.12555,0.119113333
0.173963,0.08221,0.088173333,0.108013333,0.11668,0.122556667,0.12375
0.175588,0.09255,0.10628,0.12039,0.125536667,0.141626667,0.13184
0.177225,0.091206667,0.10055,0.124806667,0.11894,0.129646667,0.13098
0.178862,0.086396667,0.090746667,0.097926667,0.10507,0.114946667,0.111543333
0.180525,0.089106667,0.090973333,0.10293,0.104163333,0.11525,0.107106667
0.182187,0.079356667,0.086276667,0.10283,0.10138,0.120173333,0.110216667
0.183863,0.091506667,0.096913333,0.12712,0.126913333,0.114186667,0.12805
0.185563,0.090213333,0.096343333,0.108366667,0.114243333,0.12932,0.119466667
0.187263,0.081206667,0.09425,0.10099,0.1078,0.10524,0.11594
0.188975,0.084286667,0.088516667,0.106833333,0.115073333,0.12655,0.10543
0.1907,0.090153333,0.094793333,0.120276667,0.121563333,0.128343333,0.12888
0.192437,0.088233333,0.103576667,0.121423333,0.12279,0.11716,0.131393333
0.194188,0.087656667,0.092853333,0.119856667,0.112233333,0.125326667,0.127676667
0.19595,0.083183333,0.099093333,0.117436667,0.12481,0.124033333,0.117456667
0.197725,0.089416667,0.10261,0.110793333,0.118623333,0.117676667,0.114926667
0.199512,0.08013,0.08348,0.107686667,0.10735,0.11075,0.10136
0.201312,0.087256667,0.09802,0.10333,0.117193333,0.116416667,0.113323333
0.203112,0.08282,0.105473333,0.112343333,0.111373333,0.116356667,0.116236667
0.204938,0.07357,0.08078,0.10372,0.10898,0.101296667,0.101563333
0.206775,0.072803333,0.0928,0.101313333,0.11584,0.116636667,0.10347
0.208625,0.07914,0.089426667,0.095046667,0.09477,0.11949,0.110946667
0.210487,0.086956667,0.08656,0.105816667,0.116106667,0.123043333,0.126286667
0.212362,0.085773333,0.096196667,0.11023,0.112673333,0.126323333,0.118
0.21425,0.07814,0.094013333,0.118356667,0.119076667,0.122156667,0.119636667
0.21615,0.086866667,0.08979,0.110056667,0.113223333,0.123443333,0.10911
0.218063,0.07928,0.082853333,0.094023333,0.10672,0.112713333,0.102606667
0.22,0.086766667,0.08422,0.10827,0.109976667,0.11366,0.111043333
0.221938,0.084866667,0.091203333,0.11081,0.107076667,0.123296667,0.117783333
0.223888,0.086856667,0.103723333,0.110853333,0.112623333,0.120416667,0.11941
0.225863,0.088083333,0.09251,0.10658,0.12518,0.125903333,0.107806667
0.227838,0.072586667,0.097883333,0.103936667,0.110556667,0.102686667,0.113263333
0.229838,0.081443333,0.09445,0.10615,0.107956667,0.130303333,0.116706667
0.23185,0.08642,0.089183333,0.11457,0.113146667,0.133563333,0.124726667
0.233863,0.08969,0.100583333,0.10931,0.11279,0.119783333,0.12515
0.2359,0.086936667,0.09935,0.11496,0.11107,0.12443,0.129363333
0.23795,0.094103333,0.109943333,0.113626667,0.12088,0.12854,0.11255
0.240025,0.09723,0.09705,0.12673,0.116636667,0.123616667,0.126983333
0.2421,0.090443333,0.109056667,0.125,0.109696667,0.12354,0.118836667
0.2442,0.083163333,0.08678,0.11512,0.11471,0.130346667,0.113736667
0.2463,0.08191,0.09801,0.10884,0.1105,0.122433333,0.117056667
0.248425,0.087356667,0.10136,0.118526667,0.12485,0.12733,0.115603333
0.250562,0.071896667,0.080046667,0.096816667,0.100673333,0.112883333,0.103946667
0.252712,0.080493333,0.098933333,0.110956667,0.109833333,0.11555,0.110906667
0.254887,0.083,0.09503,0.11103,0.10834,0.11984,0.118496667
0.257062,0.093443333,0.09539,0.112936667,0.114283333,0.111626667,0.120796667
0.259263,0.084243333,0.083506667,0.09462,0.110223333,0.111186667,0.09705
0.261475,0.079473333,0.094193333,0.09963,0.109553333,0.122053333,0.127316667
0.263712,0.08425,0.094946667,0.112226667,0.120016667,0.114763333,0.117213333
0.26595,0.093843333,0.096116667,0.101756667,0.11471,0.122403333,0.112816667
0.268212,0.077753333,0.087126667,0.099026667,0.099766667,0.112756667,0.108756667
0.270487,0.087986667,0.087796667,0.10884,0.106843333,0.12247,0.116246667
0.272775,0.081133333,0.098183333,0.117726667,0.1125,0.133306667,0.106653333
0.275088,0.086863333,0.09713,0.113626667,0.11628,0.123503333,0.12181
0.2774,0.079916667,0.08833,0.10939,0.106926667,0.116646667,0.125156667
0.279738,0.071086667,0.08156,0.100963333,0.11123,0.112563333,0.10555
0.2821,0.084783333,0.087746667,0.10254,0.110673333,0.1222,0.114226667
0.284475,0.08276,0.093363333,0.10948,0.11012,0.12226,0.110806667
0.286862,0.075076667,0.089976667,0.11034,0.109386667,0.111226667,0.10598
0.289263,0.083576667,0.09112,0.101306667,0.101596667,0.116566667,0.11334
0.291687,0.075733333,0.092353333,0.102846667,0.104223333,0.11962,0.10854
0.294125,0.087466667,0.084263333,0.110066667,0.111246667,0.110033333,0.113616667
0.296575,0.0855,0.089253333,0.114723333,0.124623333,0.12911,0.119826667
0.29905,0.087533333,0.105376667,0.119913333,0.111053333,0.122796667,0.127846667
0.301538,0.077546667,0.077976667,0.100786667,0.106333333,0.101846667,0.10028
0.304038,0.083733333,0.08641,0.108046667,0.106403333,0.123966667,0.115823333
0.306563,0.094106667,0.095886667,0.115266667,0.122476667,0.115386667,0.11621
0.3091,0.097663333,0.105793333,0.111293333,0.12241,0.123073333,0.126913333
0.311662,0.067423333,0.082256667,0.094803333,0.101976667,0.107976667,0.102513333
0.314238,0.086556667,0.09342,0.11396,0.12213,0.1227,0.125373333
0.316837,0.080413333,0.088066667,0.10688,0.10987,0.114993333,0.116396667
0.31945,0.07802,0.08529,0.096306667,0.10685,0.107396667,0.113293333
0.322075,0.08208,0.094383333,0.10532,0.112916667,0.121053333,0.120256667
0.324725,0.078643333,0.089743333,0.106733333,0.103243333,0.115803333,0.11077
0.327388,0.079773333,0.092286667,0.09877,0.10193,0.121326667,0.109013333
0.330075,0.076953333,0.09064,0.099776667,0.10504,0.116743333,0.105366667
0.332788,0.079293333,0.09126,0.103273333,0.104303333,0.111786667,0.106313333
0.3355,0.08583,0.093913333,0.10379,0.110863333,0.120696667,0.120136667
0.33825,0.085133333,0.0868,0.104746667,0.10116,0.109726667,0.11592
0.341013,0.08,0.091363333,0.11325,0.112543333,0.115386667,0.120826667
0.343787,0.083036667,0.094506667,0.10905,0.106273333,0.117496667,0.11181
0.346588,0.095093333,0.099766667,0.12147,0.112256667,0.12192,0.125443333
0.3494,0.079046667,0.0852,0.10567,0.101006667,0.111113333,0.102693333
0.352237,0.084646667,0.101906667,0.112653333,0.109836667,0.12979,0.112626667
0.3551,0.080223333,0.093863333,0.110126667,0.10449,0.120316667,0.11936
0.357975,0.095246667,0.08632,0.11657,0.11421,0.123543333,0.11932
0.360875,0.085043333,0.0907,0.108796667,0.111586667,0.120526667,0.117783333
0.363788,0.07885,0.084206667,0.102326667,0.107953333,0.11512,0.107953333
0.366725,0.084226667,0.082463333,0.105923333,0.09901,0.113213333,0.101756667
0.369687,0.075426667,0.078833333,0.098246667,0.102016667,0.112723333,0.11292
0.372663,0.081563333,0.08808,0.104893333,0.11099,0.11682,0.12061
0.375663,0.07743,0.08336,0.098483333,0.103733333,0.110123333,0.110433333
0.378688,0.068603333,0.07992,0.09152,0.101873333,0.103226667,0.11213
0.381725,0.089426667,0.10014,0.112073333,0.12332,0.119636667,0.123153333
0.384787,0.073806667,0.076646667,0.095506667,0.106736667,0.11211,0.10373
0.387875,0.080793333,0.08474,0.11154,0.10542,0.119216667,0.126046667
0.390975,0.073043333,0.088703333,0.100723333,0.097533333,0.11409,0.10686
0.3941,0.08091,0.094556667,0.11001,0.111756667,0.11783,0.11927
0.39725,0.07265,0.083783333,0.0981,0.099273333,0.11495,0.104193333
0.400412,0.093866667,0.093153333,0.1089,0.112573333,0.115236667,0.11305
0.403612,0.07224,0.0841,0.10084,0.110973333,0.116053333,0.109126667
0.406825,0.07606,0.089553333,0.099343333,0.109966667,0.11824,0.120023333
0.410062,0.07604,0.07561,0.10707,0.097793333,0.107633333,0.103803333
0.413312,0.079263333,0.085903333,0.101283333,0.10129,0.116063333,0.10536
0.4166,0.072276667,0.079006667,0.103473333,0.100403333,0.108423333,0.101183333
0.4199,0.080073333,0.085806667,0.09387,0.10684,0.11512,0.111473333
0.423225,0.08518,0.09032,0.104823333,0.111476667,0.11345,0.11064
0.426575,0.08129,0.08645,0.09868,0.113466667,0.11704,0.10788
0.42995,0.07609,0.078683333,0.098643333,0.103316667,0.105363333,0.10501
0.43335,0.080646667,0.083896667,0.09969,0.115926667,0.125726667,0.11028
0.436763,0.06422,0.080226667,0.09768,0.10072,0.105503333,0.09833
0.440212,0.073673333,0.081356667,0.098046667,0.099233333,0.108166667,0.099903333
0.443675,0.072586667,0.07389,0.09158,0.101483333,0.107813333,0.100436667
0.447163,0.07928,0.080943333,0.094903333,0.10055,0.1131,0.10343
0.450687,0.078776667,0.07629,0.09765,0.099126667,0.10786,0.098173333
0.454225,0.077793333,0.07656,0.095413333,0.099463333,0.110263333,0.093746667
0.457788,0.070153333,0.07898,0.098663333,0.09419,0.10961,0.096443333
0.461375,0.07194,0.081753333,0.093206667,0.103773333,0.111646667,0.10074
0.464987,0.074496667,0.077256667,0.096546667,0.102806667,0.113203333,0.10515
0.468625,0.069916667,0.08511,0.09755,0.104786667,0.111146667,0.103986667
0.472288,0.08356,0.079206667,0.0949,0.104476667,0.114893333,0.100903333
0.475987,0.06283,0.07427,0.09451,0.09691,0.105596667,0.098176667
0.4797,0.080206667,0.091733333,0.1034,0.101856667,0.112826667,0.108723333
0.483438,0.076716667,0.081223333,0.100633333,0.099093333,0.106863333,0.105173333
0.487213,0.07431,0.079956667,0.09709,0.095386667,0.106306667,0.101246667
0.491,0.067136667,0.072513333,0.093166667,0.101306667,0.101156667,0.098406667
0.494825,0.063686667,0.08155,0.09996,0.096796667,0.105646667,0.104786667
0.498663,0.06834,0.07998,0.08549,0.096393333,0.112356667,0.09909
0.502537,0.085723333,0.089543333,0.100896667,0.100213333,0.115483333,0.10569
0.506437,0.06614,0.07637,0.099046667,0.09559,0.109046667,0.105213333
0.510363,0.079126667,0.07743,0.096273333,0.10227,0.109863333,0.103356667
0.514313,0.073236667,0.072196667,0.09467,0.102703333,0.10801,0.10426
0.5183,0.07961,0.08095,0.11127,0.09613,0.109803333,0.104453333
0.5223,0.075036667,0.07562,0.098533333,0.10127,0.11334,0.104856667
0.526338,0.06319,0.07603,0.0814,0.086233333,0.09821,0.088696667
0.530412,0.071496667,0.073016667,0.099836667,0.09829,0.10791,0.09939
0.5345,0.07656,0.075313333,0.09678,0.10167,0.11052,0.09541
0.538625,0.066016667,0.07435,0.09317,0.08955,0.102403333,0.092566667
0.542775,0.078713333,0.082866667,0.10407,0.109296667,0.116433333,0.11211
0.54695,0.067713333,0.075576667,0.097176667,0.097386667,0.111063333,0.105003333
0.55115,0.074033333,0.085123333,0.093983333,0.099106667,0.109603333,0.09864
0.555387,0.074373333,0.088503333,0.096033333,0.0985,0.106676667,0.10052
0.559663,0.08761,0.084753333,0.10533,0.101566667,0.122943333,0.108933333
0.56395,0.07348,0.08114,0.099573333,0.101073333,0.108003333,0.09992
0.568275,0.057603333,0.074586667,0.092553333,0.095416667,0.097666667,0.09396
0.572637,0.080273333,0.082826667,0.10822,0.097156667,0.11488,0.105153333
0.577012,0.08497,0.082523333,0.109593333,0.113,0.112406667,0.110013333
0.581438,0.070826667,0.07696,0.0973,0.099786667,0.109966667,0.10766
0.585875,0.068533333,0.080026667,0.099043333,0.100493333,0.10918,0.103646667
0.59035,0.07277,0.081823333,0.095356667,0.10172,0.105016667,0.095666667
0.594863,0.06074,0.065133333,0.080486667,0.086373333,0.09733,0.0887
0.5994,0.072873333,0.080566667,0.09735,0.095133333,0.103266667,0.098556667
0.603975,0.075193333,0.071193333,0.096623333,0.101413333,0.105343333,0.095683333
0.608575,0.071236667,0.07077,0.09494,0.09817,0.109736667,0.097363333
0.613213,0.07929,0.086986667,0.098063333,0.096163333,0.110093333,0.104506667
0.617875,0.06871,0.073553333,0.093286667,0.086716667,0.105096667,0.095706667
0.622575,0.074283333,0.08048,0.099463333,0.103286667,0.112156667,0.098283333
0.627312,0.068896667,0.07702,0.098276667,0.1034,0.1101,0.10144
0.632075,0.06502,0.072286667,0.09766,0.099796667,0.11135,0.10024
0.636875,0.062723333,0.077036667,0.099036667,0.094876667,0.107543333,0.097153333
0.6417,0.069073333,0.073353333,0.099553333,0.098263333,0.10772,0.101333333
0.646563,0.05995,0.068206667,0.087523333,0.09697,0.095146667,0.09243
0.651462,0.075116667,0.077636667,0.091193333,0.097576667,0.103286667,0.099983333
0.656388,0.067103333,0.076903333,0.09042,0.090626667,0.10849,0.100186667
0.661363,0.07658,0.08072,0.094923333,0.095446667,0.105933333,0.09993
0.666363,0.069073333,0.074316667,0.099986667,0.09906,0.103616667,0.105756667
0.6714,0.066066667,0.07129,0.089146667,0.088876667,0.096493333,0.095533333
0.676462,0.069973333,0.074186667,0.08998,0.090963333,0.09734,0.096716667
0.681562,0.063366667,0.070486667,0.091353333,0.097723333,0.110233333,0.09432
0.686713,0.067363333,0.068316667,0.092696667,0.08928,0.098973333,0.088043333
0.691887,0.066763333,0.080846667,0.094476667,0.099166667,0.102603333,0.101763333
0.6971,0.062086667,0.074943333,0.082223333,0.085513333,0.095583333,0.089006667
0.70235,0.066116667,0.07124,0.08977,0.096466667,0.103376667,0.09271
0.707625,0.07753,0.079213333,0.092576667,0.09369,0.107546667,0.092806667
0.71295,0.06625,0.07219,0.094253333,0.08943,0.102163333,0.092283333
0.718313,0.07053,0.080966667,0.09228,0.103723333,0.107633333,0.103193333
0.7237,0.06853,0.072253333,0.09485,0.097213333,0.109116667,0.10121
0.729137,0.065266667,0.074206667,0.09409,0.088013333,0.099626667,0.10547
0.7346,0.06463,0.07315,0.08843,0.093793333,0.10544,0.089293333
0.740112,0.069076667,0.08044,0.097646667,0.095116667,0.111913333,0.10391
0.745663,0.06617,0.073013333,0.08142,0.0935,0.10208,0.092103333
0.751238,0.068846667,0.06636,0.093626667,0.08951,0.10217,0.095623333
0.756863,0.05875,0.071376667,0.0846,0.085723333,0.102806667,0.08408
0.762525,0.068893333,0.07342,0.087136667,0.093756667,0.094146667,0.0921
0.768225,0.06282,0.068703333,0.085753333,0.087253333,0.099,0.09026
0.773975,0.064803333,0.069926667,0.0861,0.095436667,0.099346667,0.095466667
0.77975,0.059046667,0.073683333,0.083183333,0.088463333,0.098863333,0.091853333
0.785575,0.073183333,0.07172,0.0934,0.0978,0.100613333,0.09958
0.791438,0.063603333,0.065883333,0.089326667,0.08819,0.098166667,0.091903333
0.797337,0.06532,0.077023333,0.09004,0.083256667,0.102333333,0.092323333
0.803275,0.06782,0.069366667,0.088153333,0.092943333,0.100726667,0.091633333
0.809263,0.061346667,0.069536667,0.089236667,0.089226667,0.099466667,0.08978
0.815287,0.06026,0.070323333,0.086453333,0.081996667,0.097513333,0.089083333
0.82135,0.064196667,0.068753333,0.084276667,0.089376667,0.10099,0.08968
0.827462,0.067936667,0.06481,0.080696667,0.0889,0.097983333,0.091986667
0.833613,0.05848,0.06925,0.081323333,0.08244,0.099376667,0.086636667
0.839813,0.063446667,0.061463333,0.086886667,0.084853333,0.09602,0.094013333
0.84605,0.070473333,0.072946667,0.08688,0.086833333,0.101316667,0.086913333
0.852325,0.074333333,0.072513333,0.095283333,0.10129,0.10357,0.098576667
0.85865,0.058353333,0.072413333,0.082386667,0.087993333,0.10184,0.08461
0.865025,0.063416667,0.06756,0.08405,0.089843333,0.098253333,0.086093333
0.871437,0.057983333,0.064933333,0.08375,0.085543333,0.09755,0.090093333
0.877887,0.064213333,0.07684,0.090346667,0.08942,0.09984,0.091606667
0.884387,0.06796,0.076153333,0.089323333,0.09072,0.10235,0.097436667
0.890938,0.064893333,0.069346667,0.089323333,0.08614,0.10075,0.086603333
